Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1860,29,Female,Shoes,Footwear,41,California,S,Pink,Summer,3.7,No,Store Pickup,Yes,Yes,28,Venmo,Annually
1861,70,Male,Shorts,Clothing,96,Massachusetts,L,Indigo,Summer,4.8,Yes,Store Pickup,Yes,Yes,47,Debit Card,Quarterly
1862,61,Female,Hat,Accessories,42,Minnesota,M,Black,Spring,4.1,Yes,2-Day Shipping,No,No,47,Cash,Bi-Weekly
1863,55,Male,Sneakers,Footwear,60,South Carolina,M,Blue,Winter,4.6,No,Next Day Air,No,No,19,Credit Card,Fortnightly
1864,65,Male,Skirt,Clothing,82,Maryland,M,Cyan,Summer,4.7,No,2-Day Shipping,No,No,28,Bank Transfer,Quarterly
1865,30,Female,T-shirt,Clothing,36,Hawaii,M,White,Summer,4.4,No,2-Day Shipping,Yes,Yes,31,Cash,Bi-Weekly
1866,58,Male,Hat,Accessories,76,Missouri,L,Lavender,Spring,3.8,No,Next Day Air,Yes,Yes,39,Credit Card,Fortnightly
1867,67,Female,Dress,Clothing,82,Wisconsin,L,Red,Spring,2.6,Yes,Express,No,No,21,Cash,Bi-Weekly
1868,25,Female,Sneakers,Footwear,93,Maine,M,Beige,Fall,3.8,No,Store Pickup,Yes,Yes,15,Cash,Bi-Weekly
1869,32,Male,Pants,Clothing,51,Virginia,M,Silver,Summer,4.4,No,Express,Yes,Yes,1,Debit Card,Weekly
1870,19,Male,Scarf,Accessories,63,Hawaii,M,Lavender,Summer,2.9,No,Free Shipping,Yes,Yes,46,PayPal,Every 3 Months
1871,19,Female,Sweater,Clothing,70,Maine,L,Violet,Spring,4.4,No,Next Day Air,Yes,Yes,50,Cash,Monthly
1872,69,Female,Dress,Clothing,39,Maryland,S,Lavender,Summer,4.4,No,Store Pickup,No,No,41,PayPal,Every 3 Months
1873,42,Female,Socks,Clothing,49,Alaska,XL,Green,Winter,4.7,Yes,Store Pickup,No,No,46,Credit Card,Every 3 Months
1874,46,Male,Boots,Footwear,96,Tennessee,L,Gray,Winter,2.8,No,Standard,No,No,19,Credit Card,Quarterly
1875,38,Female,Scarf,Accessories,35,Oklahoma,S,Cyan,Spring,2.7,No,Store Pickup,No,No,36,Debit Card,Annually
1876,62,Female,Jewelry,Accessories,61,Wyoming,M,Olive,Winter,4.8,No,2-Day Shipping,Yes,Yes,2,Credit Card,Fortnightly
1877,48,Male,Socks,Clothing,65,Colorado,M,Silver,Summer,3.4,No,2-Day Shipping,No,No,2,Credit Card,Weekly
1878,30,Male,Sweater,Clothing,38,Utah,L,Yellow,Winter,3.1,No,Free Shipping,No,No,8,PayPal,Weekly
1879,20,Male,Sneakers,Footwear,54,Missouri,M,Silver,Summer,4.9,No,Standard,Yes,Yes,23,Credit Card,Annually
1880,47,Male,Handbag,Accessories,82,Pennsylvania,M,Blue,Winter,4.0,No,2-Day Shipping,No,No,7,Bank Transfer,Quarterly
1881,49,Male,Hat,Accessories,78,North Dakota,M,Turquoise,Spring,2.6,No,Free Shipping,Yes,Yes,35,Venmo,Weekly
1882,53,Male,Jewelry,Accessories,73,Massachusetts,L,Gold,Fall,3.0,No,Free Shipping,Yes,Yes,37,Debit Card,Fortnightly
1883,22,Male,Pants,Clothing,30,Rhode Island,S,Indigo,Fall,4.6,No,Store Pickup,No,No,34,Cash,Annually
1884,57,Female,Shoes,Footwear,99,California,S,Pink,Fall,2.5,No,Next Day Air,Yes,Yes,13,PayPal,Every 3 Months
1885,66,Male,Shirt,Clothing,53,Maine,M,Indigo,Winter,4.6,Yes,Store Pickup,Yes,Yes,20,Debit Card,Bi-Weekly
1886,49,Male,Skirt,Clothing,62,Pennsylvania,M,Charcoal,Fall,3.5,No,Standard,No,No,37,Venmo,Monthly
1887,60,Male,Hat,Accessories,80,Kansas,M,Turquoise,Summer,3.8,No,Standard,No,No,7,Cash,Fortnightly
1888,19,Male,Hoodie,Clothing,94,Massachusetts,XL,Turquoise,Spring,3.1,No,Free Shipping,Yes,Yes,8,Credit Card,Monthly
1889,37,Female,Shoes,Footwear,42,Washington,M,Gray,Spring,3.0,No,Free Shipping,No,No,21,Bank Transfer,Quarterly
1890,32,Male,Backpack,Accessories,86,Maine,M,Maroon,Spring,2.9,No,Express,Yes,Yes,34,Venmo,Every 3 Months
1891,18,Male,Shorts,Clothing,36,South Carolina,S,Orange,Spring,4.0,No,Store Pickup,No,No,49,Credit Card,Fortnightly
1892,67,Male,Handbag,Accessories,67,Wyoming,M,Black,Winter,4.8,Yes,2-Day Shipping,No,No,38,PayPal,Fortnightly
1893,31,Male,Belt,Accessories,79,West Virginia,M,Teal,Spring,4.9,No,Express,No,No,43,Debit Card,Weekly
1894,20,Female,Shorts,Clothing,39,Louisiana,M,Brown,Winter,3.8,No,Free Shipping,Yes,Yes,38,Credit Card,Bi-Weekly
1895,18,Male,Sweater,Clothing,52,Maryland,M,Gold,Summer,4.5,No,Free Shipping,Yes,Yes,18,Bank Transfer,Monthly
1896,61,Male,Shorts,Clothing,58,Washington,L,Olive,Winter,4.4,Yes,Next Day Air,No,No,10,Bank Transfer,Weekly
1897,68,Female,Hoodie,Clothing,49,West Virginia,M,Gold,Spring,3.1,No,2-Day Shipping,Yes,Yes,7,Cash,Annually
1898,40,Male,Sweater,Clothing,46,Michigan,M,Magenta,Summer,4.5,No,Free Shipping,Yes,Yes,28,Venmo,Weekly
1899,34,Female,Jeans,Clothing,74,Iowa,L,Silver,Summer,4.4,No,Store Pickup,No,No,50,PayPal,Every 3 Months
1900,45,Male,Hat,Accessories,97,Connecticut,S,Green,Winter,4.6,Yes,Free Shipping,No,No,45,PayPal,Quarterly
1901,67,Male,Handbag,Accessories,49,California,M,Yellow,Fall,5.0,No,Next Day Air,Yes,Yes,36,Credit Card,Monthly
1902,50,Female,Hoodie,Clothing,89,New York,M,Violet,Winter,2.9,No,Express,Yes,Yes,38,Bank Transfer,Annually
1903,55,Female,Hat,Accessories,55,Nebraska,L,Beige,Spring,2.8,Yes,Express,Yes,Yes,10,Bank Transfer,Quarterly
1904,29,Male,Sandals,Footwear,41,Michigan,M,Brown,Winter,4.4,No,Express,Yes,Yes,15,Bank Transfer,Weekly
1905,41,Female,Scarf,Accessories,52,Iowa,M,Green,Spring,2.8,No,Free Shipping,Yes,Yes,19,Cash,Annually
1906,33,Male,Hat,Accessories,27,Ohio,XL,Peach,Winter,3.8,No,Standard,No,No,35,Debit Card,Every 3 Months
1907,27,Male,Sweater,Clothing,42,Hawaii,M,Turquoise,Fall,3.7,No,Free Shipping,Yes,Yes,39,Bank Transfer,Bi-Weekly
1908,59,Female,Sandals,Footwear,48,Rhode Island,M,Magenta,Fall,4.7,No,Store Pickup,Yes,Yes,33,Bank Transfer,Bi-Weekly
1909,68,Female,Jewelry,Accessories,30,Alaska,M,Violet,Summer,,No,Free Shipping,No,No,32,Venmo,Annually
1910,25,Male,Hoodie,Clothing,47,Missouri,S,Silver,Fall,3.8,No,Store Pickup,No,No,9,Debit Card,Quarterly
1911,49,Male,Scarf,Accessories,57,Nevada,L,Black,Summer,4.0,Yes,Free Shipping,No,No,8,Debit Card,Annually
1912,32,Male,Hat,Accessories,53,Oklahoma,XL,Brown,Spring,3.0,No,Free Shipping,Yes,Yes,7,PayPal,Fortnightly
1913,34,Male,Scarf,Accessories,61,Massachusetts,M,Gold,Winter,3.7,No,Free Shipping,Yes,Yes,27,Debit Card,Fortnightly
1914,38,Male,Handbag,Accessories,55,Connecticut,S,Orange,Spring,4.9,No,Next Day Air,Yes,Yes,43,Bank Transfer,Every 3 Months
1915,22,Female,Sneakers,Footwear,36,Kansas,L,White,Winter,4.6,Yes,2-Day Shipping,No,No,35,Bank Transfer,Annually
1916,68,Female,Hat,Accessories,22,Maryland,M,Silver,Summer,2.7,Yes,Store Pickup,No,No,39,Cash,Weekly
1917,47,Female,Belt,Accessories,31,Kansas,M,Orange,Fall,2.7,No,2-Day Shipping,Yes,Yes,29,Debit Card,Annually
1918,40,Female,Jeans,Clothing,44,Georgia,S,Magenta,Fall,2.6,Yes,2-Day Shipping,No,No,11,Venmo,Weekly
1919,56,Male,Blouse,Clothing,71,New Mexico,M,Brown,Summer,2.8,No,Express,Yes,Yes,16,Cash,Quarterly
1920,18,Female,Coat,Outerwear,22,Illinois,M,Silver,Fall,3.3,No,Express,No,No,47,Bank Transfer,Annually
1921,66,Male,T-shirt,Clothing,87,South Dakota,M,Green,Winter,3.3,No,Store Pickup,Yes,Yes,31,Credit Card,Weekly
1922,44,Female,Backpack,Accessories,84,Texas,M,Turquoise,Winter,3.7,No,Free Shipping,No,No,39,Bank Transfer,Annually
1923,49,Male,Shorts,Clothing,30,Virginia,L,Silver,Winter,3.2,Yes,Express,Yes,Yes,35,Bank Transfer,Fortnightly
1924,27,Male,Scarf,Accessories,32,Montana,M,Orange,Summer,4.3,No,2-Day Shipping,Yes,Yes,19,Debit Card,Monthly
1925,25,Female,Jewelry,Accessories,83,Washington,M,Cyan,Summer,3.0,No,Next Day Air,No,No,45,Debit Card,Monthly
1926,24,Male,Gloves,Accessories,40,Kansas,S,Cyan,Spring,2.7,No,Standard,Yes,Yes,29,Debit Card,Every 3 Months
1927,56,Male,Coat,Outerwear,72,Alabama,M,Yellow,Spring,3.1,Yes,Express,Yes,Yes,44,PayPal,Annually
1928,22,Male,Gloves,Accessories,68,New Hampshire,L,Violet,Winter,4.1,No,Next Day Air,Yes,Yes,29,Cash,Every 3 Months
1929,62,Female,Shirt,Clothing,33,New Mexico,S,Beige,Spring,3.7,No,Free Shipping,Yes,Yes,19,PayPal,Monthly
1930,46,Male,T-shirt,Clothing,26,Arkansas,S,Black,Winter,2.9,No,Express,No,No,17,Cash,Fortnightly
1931,51,Female,Skirt,Clothing,70,Colorado,L,Brown,Spring,3.2,No,Next Day Air,Yes,Yes,31,Cash,Bi-Weekly
1932,24,Male,Shorts,Clothing,65,Arizona,M,Green,Fall,3.0,No,Express,Yes,Yes,27,Cash,Fortnightly
1933,49,Male,Jacket,Outerwear,89,Wisconsin,L,Magenta,Fall,3.3,No,Express,No,No,9,Bank Transfer,Quarterly
1934,49,Male,Gloves,Accessories,36,South Carolina,M,Purple,Fall,3.1,No,Store Pickup,No,No,50,Venmo,Weekly
1935,43,Male,Hat,Accessories,55,South Carolina,S,Teal,Winter,2.6,No,Express,Yes,Yes,34,PayPal,Annually
1936,51,Female,Handbag,Accessories,36,Connecticut,L,Green,Spring,3.8,No,Standard,No,No,16,PayPal,Annually
1937,25,Female,Socks,Clothing,90,Texas,M,Silver,Fall,3.1,No,Express,No,No,36,Credit Card,Bi-Weekly
1938,26,Male,Hoodie,Clothing,65,Virginia,M,Magenta,Summer,2.6,No,Free Shipping,Yes,Yes,40,PayPal,Bi-Weekly
1939,35,Female,Scarf,Accessories,60,Maine,L,Teal,Spring,4.9,No,Free Shipping,Yes,Yes,23,Credit Card,Quarterly
1940,65,Male,Shirt,Clothing,26,Colorado,L,Turquoise,Summer,3.4,Yes,Express,No,No,46,Cash,Annually
1941,29,Male,Blouse,Clothing,26,Oregon,L,Maroon,Winter,3.4,No,2-Day Shipping,No,No,48,Bank Transfer,Weekly
1942,21,Female,Belt,Accessories,94,Kansas,L,Lavender,Spring,4.6,No,Free Shipping,No,No,26,Credit Card,Weekly
1943,62,Female,Scarf,Accessories,21,Michigan,L,Purple,Winter,,No,2-Day Shipping,No,No,30,PayPal,Fortnightly
1944,59,Male,Blouse,Clothing,83,Michigan,M,Magenta,Fall,4.5,No,Free Shipping,Yes,Yes,6,PayPal,Bi-Weekly
1945,68,Female,Blouse,Clothing,23,Arizona,L,Gray,Fall,4.5,No,2-Day Shipping,No,No,44,Credit Card,Fortnightly
1946,42,Male,Shoes,Footwear,71,Idaho,M,Orange,Spring,4.0,No,Next Day Air,No,No,7,PayPal,Weekly
1947,55,Male,Belt,Accessories,60,West Virginia,L,Gray,Summer,4.1,Yes,Store Pickup,No,No,3,PayPal,Weekly
1948,63,Female,Blouse,Clothing,45,Massachusetts,M,Gray,Summer,2.9,Yes,Store Pickup,No,No,42,PayPal,Monthly
1949,54,Male,Gloves,Accessories,37,North Carolina,XL,Blue,Fall,3.3,No,Next Day Air,Yes,Yes,7,Cash,Monthly
1950,52,Male,Jewelry,Accessories,20,New Jersey,M,Violet,Fall,3.7,No,Free Shipping,No,No,49,PayPal,Fortnightly
1951,38,Male,Coat,Outerwear,71,North Dakota,XL,Silver,Fall,4.7,No,2-Day Shipping,No,No,33,PayPal,Weekly
1952,54,Male,Skirt,Clothing,39,Wisconsin,S,Orange,Winter,4.3,No,Store Pickup,No,No,9,Credit Card,Every 3 Months
1953,64,Female,Sandals,Footwear,35,Wyoming,M,Green,Winter,2.6,No,Store Pickup,Yes,Yes,41,Venmo,Every 3 Months
1954,39,Female,Sunglasses,Accessories,44,Texas,L,Gold,Summer,3.6,Yes,Store Pickup,No,No,39,Debit Card,Weekly
1955,19,Male,Sweater,Clothing,35,Illinois,M,Cyan,Spring,3.3,No,Next Day Air,Yes,Yes,3,Debit Card,Quarterly
1956,62,Male,Backpack,Accessories,81,Arkansas,M,Magenta,Summer,3.7,No,Free Shipping,No,No,47,Venmo,Weekly
1957,52,Female,Dress,Clothing,30,Tennessee,L,Lavender,Spring,3.7,No,Standard,No,No,10,Cash,Fortnightly
1958,61,Female,Dress,Clothing,94,Hawaii,M,Cyan,Summer,5.0,No,Express,No,No,36,Bank Transfer,Weekly
1959,39,Female,Jeans,Clothing,55,Colorado,M,Gold,Spring,3.5,No,Standard,No,No,46,Cash,Annually
1960,55,Male,Sunglasses,Accessories,69,Massachusetts,M,Violet,Fall,4.8,No,2-Day Shipping,No,No,28,Cash,Bi-Weekly
1961,29,Male,Jewelry,Accessories,28,Arkansas,L,Turquoise,Summer,4.0,No,Express,No,No,34,Credit Card,Every 3 Months
1962,30,Male,Dress,Clothing,79,Louisiana,L,Charcoal,Fall,3.0,Yes,Free Shipping,No,No,18,Venmo,Fortnightly
1963,69,Male,Shirt,Clothing,94,Alaska,XL,Magenta,Spring,2.5,No,Standard,Yes,Yes,40,Cash,Annually
1964,27,Male,Sneakers,Footwear,38,New York,M,Charcoal,Winter,2.6,Yes,Next Day Air,No,No,39,Cash,Every 3 Months
1965,52,Male,Sweater,Clothing,65,Virginia,S,Lavender,Winter,4.0,No,Store Pickup,Yes,Yes,47,Venmo,Fortnightly
1966,57,Male,Blouse,Clothing,88,Kansas,L,Gray,Fall,4.8,No,Express,No,No,38,PayPal,Bi-Weekly
1967,36,Male,Jacket,Outerwear,88,South Carolina,M,Cyan,Winter,3.8,Yes,Store Pickup,Yes,Yes,3,Debit Card,Fortnightly
1968,70,Male,Backpack,Accessories,86,Oklahoma,M,Magenta,Summer,3.0,Yes,Store Pickup,No,No,16,Bank Transfer,Annually
1969,60,Male,Gloves,Accessories,31,Indiana,XL,Beige,Spring,4.4,No,Next Day Air,No,No,17,Bank Transfer,Bi-Weekly
1970,52,Female,Backpack,Accessories,22,Tennessee,S,Lavender,Winter,4.2,No,Next Day Air,No,No,35,Cash,Annually
1971,65,Male,T-shirt,Clothing,77,Hawaii,L,Olive,Winter,4.0,No,Standard,Yes,Yes,13,Cash,Annually
1972,29,Female,Socks,Clothing,72,Nebraska,L,Red,Fall,2.7,No,Express,Yes,Yes,18,Bank Transfer,Monthly
1973,22,Female,Shoes,Footwear,49,Kentucky,XL,Cyan,Spring,3.3,No,Store Pickup,No,No,15,Debit Card,Monthly
1974,51,Male,Gloves,Accessories,68,Louisiana,L,Lavender,Fall,2.6,No,Express,No,No,44,Bank Transfer,Quarterly
1975,29,Female,Boots,Footwear,48,Nebraska,M,Teal,Fall,4.4,No,Next Day Air,No,No,32,Cash,Quarterly
1976,58,Male,Shorts,Clothing,79,Kentucky,M,Magenta,Summer,3.5,No,Next Day Air,No,No,2,Debit Card,Weekly
1977,63,Female,Backpack,Accessories,39,South Carolina,L,Brown,Winter,2.7,No,Express,Yes,Yes,23,PayPal,Annually
1978,31,Male,Pants,Clothing,77,Louisiana,M,Indigo,Winter,3.8,Yes,Standard,No,No,33,PayPal,Bi-Weekly
1979,28,Male,Pants,Clothing,88,Alaska,XL,Yellow,Fall,2.9,No,Standard,No,No,24,Cash,Weekly
1980,39,Female,Skirt,Clothing,42,West Virginia,XL,Silver,Summer,2.6,No,Free Shipping,Yes,Yes,25,Debit Card,Monthly
1981,58,Male,T-shirt,Clothing,59,Maryland,L,Black,Spring,3.8,Yes,Next Day Air,Yes,Yes,36,Venmo,Annually
1982,52,Male,Blouse,Clothing,34,Indiana,L,Blue,Fall,2.8,No,Store Pickup,No,No,29,Cash,Annually
1983,50,Female,Blouse,Clothing,49,Utah,M,Red,Fall,2.7,No,Standard,No,No,6,Bank Transfer,Quarterly
1984,61,Male,Pants,Clothing,88,Delaware,S,Indigo,Fall,4.9,No,Next Day Air,No,No,2,Cash,Monthly
1985,31,Female,Sandals,Footwear,96,New Hampshire,M,White,Spring,2.5,No,2-Day Shipping,Yes,Yes,12,Credit Card,Monthly
1986,43,Male,Sneakers,Footwear,90,Arizona,S,Lavender,Fall,4.8,No,Next Day Air,No,No,17,Cash,Bi-Weekly
1987,23,Male,Hat,Accessories,75,Oregon,M,Magenta,Spring,2.5,No,Express,No,No,2,PayPal,Every 3 Months
1988,53,Male,Scarf,Accessories,45,New Jersey,S,Brown,Spring,4.3,No,Free Shipping,Yes,Yes,41,PayPal,Monthly
1989,56,Male,Backpack,Accessories,54,Missouri,M,Brown,Summer,2.6,No,Store Pickup,No,No,48,Credit Card,Every 3 Months
1990,25,Female,Skirt,Clothing,89,North Carolina,XL,Teal,Summer,4.4,Yes,Store Pickup,Yes,Yes,31,Bank Transfer,Weekly
1991,35,Male,Gloves,Accessories,49,Michigan,L,White,Fall,3.1,No,Store Pickup,No,No,40,Bank Transfer,Quarterly
1992,69,Male,Hat,Accessories,86,West Virginia,M,Peach,Winter,3.7,Yes,2-Day Shipping,No,No,38,PayPal,Bi-Weekly
1993,50,Male,Coat,Outerwear,73,Mississippi,M,Magenta,Spring,4.9,Yes,Next Day Air,Yes,Yes,45,Credit Card,Quarterly
1994,26,Female,Sneakers,Footwear,56,New York,M,Beige,Summer,4.8,No,Store Pickup,No,No,1,Bank Transfer,Weekly
1995,26,Female,Shirt,Clothing,55,Montana,L,Teal,Winter,3.0,No,2-Day Shipping,Yes,Yes,12,Cash,Fortnightly
1996,37,Male,Belt,Accessories,20,Maine,XL,Orange,Fall,4.5,No,2-Day Shipping,No,No,9,PayPal,Quarterly
1997,29,Male,Jeans,Clothing,32,Alabama,L,Purple,Fall,4.5,No,Standard,No,No,20,PayPal,Annually
1998,43,Female,Handbag,Accessories,76,South Carolina,M,Violet,Fall,3.1,No,Store Pickup,Yes,Yes,35,PayPal,Every 3 Months
1999,69,Male,Shoes,Footwear,53,Kentucky,L,Brown,Winter,,No,Free Shipping,No,No,39,Credit Card,Quarterly
2000,65,Male,Hat,Accessories,68,Maryland,M,Charcoal,Summer,3.1,No,Next Day Air,No,No,35,Debit Card,Fortnightly
2001,46,Male,Hoodie,Clothing,30,Connecticut,M,Red,Spring,4.3,No,Store Pickup,Yes,Yes,5,Bank Transfer,Every 3 Months
2002,21,Male,Jeans,Clothing,21,New Jersey,L,Indigo,Summer,4.9,No,Standard,No,No,43,Debit Card,Quarterly
2003,49,Female,Socks,Clothing,62,Maryland,L,Maroon,Winter,3.2,No,2-Day Shipping,Yes,Yes,39,Cash,Fortnightly
2004,32,Female,Gloves,Accessories,81,New York,L,Black,Summer,4.8,No,Express,No,No,6,Venmo,Quarterly
2005,70,Male,Belt,Accessories,72,Louisiana,M,Black,Spring,4.0,No,Standard,Yes,Yes,40,Cash,Bi-Weekly
2006,46,Male,Gloves,Accessories,94,Utah,XL,Beige,Summer,2.9,No,Free Shipping,Yes,Yes,5,Debit Card,Fortnightly
2007,35,Female,Shirt,Clothing,94,Arizona,M,Orange,Winter,3.4,No,Next Day Air,No,No,50,Venmo,Monthly
2008,35,Male,Backpack,Accessories,38,Maryland,M,Lavender,Spring,3.5,No,2-Day Shipping,No,No,15,PayPal,Monthly
2009,18,Male,Shirt,Clothing,59,Michigan,L,Yellow,Spring,2.8,No,2-Day Shipping,Yes,Yes,21,Credit Card,Every 3 Months
2010,45,Male,Jacket,Outerwear,33,Virginia,XL,Magenta,Spring,4.5,No,Express,No,No,38,Venmo,Annually
2011,20,Male,Coat,Outerwear,29,Alaska,M,Gray,Summer,3.7,No,Next Day Air,No,No,10,PayPal,Every 3 Months
2012,54,Female,Hoodie,Clothing,42,Nebraska,S,Pink,Winter,4.7,No,Express,No,No,26,Cash,Every 3 Months
2013,29,Male,Scarf,Accessories,30,Mississippi,L,Indigo,Fall,4.4,No,2-Day Shipping,Yes,Yes,48,Cash,Weekly
2014,22,Female,Backpack,Accessories,21,Alaska,L,Brown,Fall,4.3,No,Free Shipping,Yes,Yes,28,PayPal,Monthly
2015,30,Male,T-shirt,Clothing,23,Kentucky,M,Charcoal,Winter,3.9,No,2-Day Shipping,Yes,Yes,10,Bank Transfer,Monthly
2016,45,Female,Hoodie,Clothing,33,Idaho,L,Teal,Fall,2.8,No,2-Day Shipping,No,No,44,PayPal,Bi-Weekly
2017,60,Male,Shirt,Clothing,38,Montana,L,Gray,Spring,3.2,No,2-Day Shipping,Yes,Yes,10,Venmo,Fortnightly
2018,67,Female,Gloves,Accessories,51,West Virginia,L,Yellow,Winter,3.3,No,2-Day Shipping,No,No,12,PayPal,Weekly
2019,28,Male,Pants,Clothing,49,Montana,XL,Yellow,Winter,2.6,No,Store Pickup,Yes,Yes,12,Credit Card,Quarterly
2020,60,Male,Jeans,Clothing,82,Massachusetts,L,Magenta,Summer,2.9,No,2-Day Shipping,No,No,1,Venmo,Every 3 Months
2021,27,Female,Sneakers,Footwear,47,Massachusetts,L,Turquoise,Spring,4.2,Yes,Store Pickup,Yes,Yes,19,PayPal,Monthly
2022,46,Male,Hoodie,Clothing,25,Maryland,XL,Silver,Winter,2.6,No,Express,Yes,Yes,43,Cash,Fortnightly
2023,53,Male,Backpack,Accessories,25,Ohio,M,Magenta,Summer,3.5,No,Free Shipping,No,No,2,Bank Transfer,Weekly
2024,18,Male,Sweater,Clothing,91,Wisconsin,XL,Violet,Fall,2.6,No,Next Day Air,No,No,22,Bank Transfer,Every 3 Months
2025,50,Male,Shorts,Clothing,82,Michigan,L,Green,Summer,2.6,Yes,Express,No,No,29,Venmo,Quarterly
2026,34,Male,Scarf,Accessories,32,Mississippi,M,Teal,Summer,3.3,Yes,2-Day Shipping,Yes,Yes,29,Credit Card,Bi-Weekly
2027,68,Male,Shirt,Clothing,82,Indiana,L,White,Winter,3.5,No,2-Day Shipping,Yes,Yes,14,PayPal,Annually
2028,56,Male,Sneakers,Footwear,76,Utah,M,Brown,Spring,4.5,No,Standard,Yes,Yes,31,Cash,Bi-Weekly
2029,29,Male,Handbag,Accessories,21,Nevada,L,Pink,Spring,4.8,No,Next Day Air,No,No,9,PayPal,Bi-Weekly
2030,59,Male,Skirt,Clothing,95,Texas,L,Pink,Winter,3.3,Yes,Standard,No,No,46,Credit Card,Fortnightly
2031,63,Female,T-shirt,Clothing,42,New Mexico,XL,Cyan,Summer,5.0,No,Next Day Air,Yes,Yes,13,Debit Card,Quarterly
2032,53,Male,Backpack,Accessories,26,Georgia,L,Violet,Summer,4.0,No,Next Day Air,Yes,Yes,7,PayPal,Bi-Weekly
2033,26,Male,Coat,Outerwear,61,Rhode Island,L,Brown,Fall,4.5,No,Standard,No,No,36,Debit Card,Every 3 Months
2034,19,Female,Boots,Footwear,74,Arkansas,L,Gray,Winter,4.2,Yes,Store Pickup,Yes,Yes,36,Debit Card,Monthly
2035,41,Male,Pants,Clothing,41,Wisconsin,L,Yellow,Fall,3.0,No,Express,Yes,Yes,32,Credit Card,Annually
2036,35,Male,T-shirt,Clothing,40,Massachusetts,M,Green,Winter,4.3,No,Store Pickup,No,No,8,PayPal,Bi-Weekly
2037,60,Male,Scarf,Accessories,32,Wyoming,M,Turquoise,Spring,3.1,No,Free Shipping,No,No,44,Cash,Every 3 Months
2038,61,Male,Blouse,Clothing,61,Texas,M,Maroon,Summer,4.3,Yes,2-Day Shipping,Yes,Yes,17,Cash,Bi-Weekly
2039,48,Male,Jeans,Clothing,90,Hawaii,M,Charcoal,Summer,4.8,No,Store Pickup,No,No,8,Debit Card,Weekly
2040,39,Female,Sweater,Clothing,37,Missouri,M,Green,Winter,4.1,No,Express,Yes,Yes,50,Venmo,Annually
2041,47,Male,Handbag,Accessories,52,Maine,M,Black,Spring,4.7,No,Next Day Air,Yes,Yes,46,Credit Card,Monthly
2042,46,Female,Handbag,Accessories,57,Oregon,M,Turquoise,Fall,4.0,No,Free Shipping,No,No,15,Credit Card,Annually
2043,59,Female,Jewelry,Accessories,68,Idaho,M,Blue,Summer,4.6,Yes,Free Shipping,Yes,Yes,3,Bank Transfer,Bi-Weekly
2044,49,Male,Backpack,Accessories,59,Wyoming,L,Magenta,Fall,2.8,No,Express,No,No,40,Debit Card,Fortnightly
2045,60,Male,Scarf,Accessories,58,Indiana,M,Lavender,Summer,4.3,No,Store Pickup,No,No,44,PayPal,Annually
2046,41,Male,Shirt,Clothing,38,West Virginia,M,Silver,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,4,PayPal,Annually
2047,63,Male,Blouse,Clothing,77,North Dakota,XL,Peach,Winter,3.2,No,Express,No,No,9,Cash,Fortnightly
2048,70,Male,Socks,Clothing,33,Ohio,S,Turquoise,Fall,5.0,No,Free Shipping,Yes,Yes,37,Bank Transfer,Monthly
2049,64,Female,Socks,Clothing,71,Oregon,L,Silver,Winter,2.8,No,Free Shipping,Yes,Yes,5,PayPal,Quarterly
2050,44,Male,Jeans,Clothing,56,Minnesota,L,Charcoal,Summer,2.8,Yes,Express,No,No,1,Credit Card,Bi-Weekly
2051,53,Female,Sweater,Clothing,62,Maine,S,Indigo,Winter,3.0,No,Next Day Air,No,No,14,Bank Transfer,Quarterly
2052,59,Male,Socks,Clothing,65,Minnesota,M,Olive,Summer,3.8,No,Standard,No,No,12,Venmo,Bi-Weekly
2053,52,Male,Socks,Clothing,95,New Hampshire,S,Magenta,Summer,4.1,No,Store Pickup,No,No,47,Cash,Quarterly
2054,48,Male,Boots,Footwear,99,Vermont,M,Lavender,Winter,3.0,No,Free Shipping,No,No,12,Venmo,Weekly
2055,59,Female,Jacket,Outerwear,94,Delaware,M,Green,Winter,4.2,No,Standard,No,No,34,Bank Transfer,Every 3 Months
2056,37,Male,Belt,Accessories,48,Hawaii,M,Peach,Winter,3.6,Yes,Free Shipping,No,No,11,Debit Card,Annually
2057,25,Male,Pants,Clothing,76,Delaware,S,Violet,Summer,3.7,Yes,Next Day Air,No,No,48,Cash,Annually
2058,50,Female,Hat,Accessories,28,Illinois,M,Pink,Spring,4.1,No,Free Shipping,No,No,15,Debit Card,Bi-Weekly
2059,51,Male,Boots,Footwear,36,Virginia,S,Turquoise,Spring,3.0,No,Free Shipping,No,No,14,Venmo,Quarterly
2060,24,Male,Gloves,Accessories,60,New York,XL,Orange,Summer,3.3,No,Standard,No,No,13,Cash,Quarterly
2061,68,Male,Hat,Accessories,57,Alaska,XL,Orange,Summer,3.7,Yes,Express,Yes,Yes,46,Venmo,Fortnightly
2062,55,Male,Sunglasses,Accessories,47,Illinois,L,Lavender,Winter,2.8,No,Standard,Yes,Yes,35,Debit Card,Quarterly
2063,46,Male,Jacket,Outerwear,26,Nevada,L,Yellow,Spring,3.3,No,Free Shipping,No,No,45,Debit Card,Monthly
